step,train,valid,trainavg,validavg
476,51.9999980927,30.8333337307,53.6799991131,31.0000002384
477,53.7999987602,31.6666662693,53.8399994373,31.0000002384
478,52.3999989033,30.0000011921,54.6399998665,30.666667223
479,56.200003624,30.8333337307,55.3600001335,30.5000007153
480,58.7999999523,30.0000011921,55.5200004578,30.7500004768
481,55.5999994278,30.0000011921,56.2800014019,31.1666667461
482,54.6000003815,32.9166650772,55.9200012684,31.4999997616
483,56.200003624,32.0833325386,55.4400014877,31.7499995232
484,54.4000029564,32.4999988079,55.560002327,31.833332777
485,56.400001049,31.25,56.0000014305,31.5833330154
486,56.200003624,30.4166674614,55.5599999428,31.4166665077
487,56.7999958992,31.6666662693,56.8400001526,31.25
488,53.9999961853,31.25,57.0000004768,31.0833334923
489,60.8000040054,31.6666662693,57.7600002289,31.1666667461
490,57.2000026703,30.4166674614,57.4000012875,31.0000002384
491,60.0000023842,30.8333337307,58.2400023937,30.5833339691
492,55.0000011921,30.8333337307,57.3600018024,30.2500009537
493,58.2000017166,29.1666686535,58.520001173,30.5833339691
494,56.400001049,30.0000011921,58.3200013638,30.9166669846
495,62.9999995232,32.0833325386,59.0000009537,32.0000004768
496,59.0000033379,32.4999988079,59.1200006008,32.7499997616
497,58.3999991417,36.2500011921,61.1600005627,33.083332777
498,58.7999999523,32.9166650772,60.6400001049,32.7499997616
499,66.6000008583,31.6666662693,61.6399991512,32.2500002384
500,60.3999972343,30.4166674614,62.3999989033,31.3333332539
501,63.9999985695,30.0000011921,62.9999995232,30.7500004768
502,62.1999979019,31.6666662693,61.9199991226,30.8333337307
503,61.8000030518,30.0000011921,61.7599987984,31.0000002384
504,61.1999988556,32.0833325386,60.9599995613,31.3333332539
505,59.5999956131,31.25,60.7999992371,31.4166665077
506,60.0000023842,31.6666662693,60.2799987793,31.6666662693
507,61.3999962807,32.0833325386,60.2799987793,31.4999997616
508,59.2000007629,31.25,61.4400005341,31.3333332539
509,61.1999988556,31.25,61.8400001526,30.8333337307
510,65.4000043869,30.4166674614,62.2000002861,30.5000007153
511,62.0000004768,29.1666686535,63.6000001431,30.5000007153
512,63.1999969482,30.4166674614,64.0800011158,30.5000007153
513,66.2000000477,31.25,63.3200001717,30.5000007153
514,63.6000037193,31.25,64.0000009537,31.1666667461
515,61.5999996662,30.4166674614,64.5600008965,31.5833330154
516,65.4000043869,32.4999988079,64.4000017643,31.6666662693
517,65.9999966621,32.4999988079,65.5200016499,31.3333332539
518,65.4000043869,31.6666662693,66.0400009155,31.1666667461
519,69.2000031471,29.5833349228,65.5599999428,30.4166674614
520,64.1999959946,29.5833349228,65.5599999428,29.5833349228
521,62.9999995232,28.7500023842,65.759999752,29.1666686535
522,65.9999966621,28.3333361149,65.3599989414,29.0833353996
523,66.4000034332,29.5833349228,65.5599999428,29.5833349228
524,67.199999094,29.1666686535,65.759999752,30.1666676998
525,65.2000010014,32.0833325386,65.6000006199,30.3333342075
526,63.9999985695,31.6666662693,65.5199992657,30.4166674614
527,65.2000010014,29.1666686535,64.5199990273,30.9166669846
528,65.9999966621,30.0000011921,64.8799979687,30.4166674614
529,62.1999979019,31.6666662693,60.119998455,29.416667223
530,66.9999957085,29.5833349228,56.5999984741,28.9999997616
531,40.2000010014,26.6666650772,53.0799996853,28.3333325386
532,47.6000010967,27.0833313465,50.3999996185,28.3333325386
533,48.400002718,26.6666650772,46.8000006676,28.3333325386
534,48.7999975681,31.6666662693,49.3200004101,29.0833330154
535,49.0000009537,29.5833349228,50.5999994278,29.8333334923
536,52.7999997139,30.4166674614,51.439999342,30.2500009537
537,53.9999961853,30.8333337307,52.0399999619,29.7500014305
538,52.6000022888,28.7500023842,53.3999991417,29.6666681767
539,51.8000006676,29.1666686535,53.2799994946,29.0000009537
540,55.7999968529,29.1666686535,53.2799994946,28.9166676998
541,52.2000014782,27.0833313465,54.7199988365,29.0000009537
542,53.9999961853,30.4166674614,55.4399991035,29.0833342075
543,59.7999989986,29.1666686535,55.2399992943,29.2500007153
544,55.4000020027,29.5833349228,56.2399995327,29.6666681767
545,54.7999978065,30.0000011921,57.2800004482,29.5833349228
546,57.2000026703,29.1666686535,56.8000006676,30.083334446
547,59.2000007629,30.0000011921,57.4800002575,30.5000007153
548,57.4000000954,31.6666662693,59.0800011158,30.9166669846
549,58.7999999523,31.6666662693,60.1200008392,31.1666667461
550,62.8000020981,32.0833325386,60.8000004292,31.0000002384
551,62.4000012875,30.4166674614,61.5200006962,30.7500004768
552,62.5999987125,29.1666686535,61.5200006962,30.1666676998
553,61.0000014305,30.4166674614,61.7599999905,30.0000011921
554,58.7999999523,28.7500023842,61.4400005341,29.5833349228
555,63.9999985695,31.25,61.4800012112,29.8333346844
556,60.8000040054,28.3333361149,61.6400015354,29.5833349228
557,62.8000020981,30.4166674614,62.8000020981,29.9166679382
558,61.8000030518,29.1666686535,63.5200023651,29.2500007153
559,64.6000027657,30.4166674614,63.6800014973,29.1666662693
560,67.5999999046,27.9166638851,63.480001688,29.1666662693
561,61.5999996662,27.9166638851,64.4000017643,29.0833330154
562,61.8000030518,30.4166674614,64.0000009537,28.8333332539
563,66.4000034332,28.7500023842,63.6400008202,29.5000004768
564,62.5999987125,29.1666686535,63.8400006294,30.2500009537
565,65.7999992371,31.25,63.8400006294,30.0000011921
566,62.5999987125,31.6666662693,63.1999993324,30.5000007153
567,61.8000030518,29.1666686535,62.9999995232,30.8333337307
568,63.1999969482,31.25,62.5600004196,29.8333334923
569,61.5999996662,30.8333337307,62.3199999332,29.7500002384
570,63.6000037193,26.2499988079,62.2799992561,30.2499997616
571,61.3999962807,31.25,62.3600006104,30.0833332539
572,61.5999996662,31.6666662693,60.6400001049,29.6666669846
573,63.6000037193,30.4166674614,60.1999986172,30.5000007153
574,52.999997139,28.7500023842,60.6799995899,30.3333342075
575,61.3999962807,30.4166674614,61.0399997234,30.1666676998
576,63.8000011444,30.4166674614,60.75999856,29.9166679382
577,63.4000003338,30.8333337307,63.0799996853,30.1666676998
578,62.1999979019,29.1666686535,63.520001173,30.3333342075
579,64.6000027657,30.0000011921,63.8400018215,30.5833339691
580,63.6000037193,31.25,65.0000023842,30.2500009537
581,65.4000043869,31.6666662693,65.8000028133,30.083334446
582,69.2000031471,29.1666686535,65.1600015163,30.0000011921
583,66.2000000477,28.3333361149,65.4000008106,29.9166679382
584,61.3999962807,29.5833349228,65.9200000763,29.5000016689
585,64.8000001907,30.8333337307,65.8799993992,29.4166684151
586,68.0000007153,29.5833349228,66.7599987984,29.4166684151
587,68.9999997616,28.7500023842,68.7199997902,29.5833349228
588,70.5999970436,28.3333361149,69.8000001907,29.0000009537
589,71.2000012398,30.4166674614,69.6800005436,29.0000009537
590,70.2000021935,27.9166638851,68.7199997902,29.5000004768
591,67.4000024796,29.5833349228,67.9999995232,29.9166667461
592,64.1999959946,31.25,68.2799994946,29.9166667461
593,66.9999957085,30.4166674614,68.1199991703,29.7500002384
594,72.6000010967,30.4166674614,67.5599992275,30.1666665077
595,69.4000005722,27.0833313465,68.9200007915,30.1666665077
596,64.6000027657,31.6666662693,69.4000017643,30
597,71.0000038147,31.25,69.0400016308,29.8333334923
598,69.4000005722,29.5833349228,68.9600014687,30.3333342075
599,70.8000004292,29.5833349228,69.6000003815,29.416667223
600,68.9999997616,29.5833349228,69.8799991608,28.6666667461
601,67.7999973297,27.0833313465,69.8799991608,28.9166665077
602,72.3999977112,27.4999976158,69.8399984837,28.4999990463
603,69.4000005722,30.8333337307,69.0799987316,28.1666648388
604,70.5999970436,27.4999976158,66.3999998569,28.9166653156
605,65.2000010014,27.9166638851,63.7600004673,29.333332777
606,54.4000029564,30.8333337307,61.5200006962,28.666665554
607,59.2000007629,29.5833349228,59.9600017071,29.1666662693
608,58.2000017166,27.4999976158,59.4000017643,29.5833337307
609,62.8000020981,30.0000011921,60.8400011063,29.5833337307
610,62.4000012875,30.0000011921,62.2000002861,29.5833337307
611,61.5999996662,30.8333337307,64.0799999237,30.1666676998
612,65.9999966621,29.5833349228,64.9199986458,30.5000007153
613,67.5999999046,30.4166674614,65.3999984264,29.7500002384
614,66.9999957085,31.6666662693,66.3999986649,29.7500002384
615,64.8000001907,26.2499988079,65.5199992657,29.9166667461
616,66.6000008583,30.8333337307,65.2799999714,30
617,61.5999996662,30.4166674614,63.7999999523,29.5000004768
618,66.4000034332,30.8333337307,61.6399991512,30.0000011921
619,59.5999956131,29.1666686535,60.07999897,29.9166679382
620,53.9999961853,28.7500023842,59.4399988651,30.0000011921
621,58.7999999523,30.4166674614,58.1599986553,29.8333346844
622,58.3999991417,30.8333337307,59.1600000858,29.7500014305
623,60.0000023842,30.0000011921,60.8800005913,29.5833337307
624,64.6000027657,28.7500023842,61.9599997997,29.3333339691
625,62.5999987125,27.9166638851,62.7600002289,28.833334446
626,64.1999959946,29.1666686535,64.279999733,28.833334446
627,62.4000012875,28.3333361149,64.9199986458,28.833334446
628,67.5999999046,30.0000011921,65.7199990749,28.9166688919
629,67.7999973297,28.7500023842,66.7200005054,28.7500023842
630,66.6000008583,28.3333361149,67.9999995232,28.833335638
631,69.2000031471,28.3333361149,68.1999993324,28.2500016689
632,68.799996376,28.7500023842,67.6399993896,28.2500016689
633,68.599998951,27.0833313465,68.4399986267,28.4166681767
634,64.9999976158,28.7500023842,67.999997139,28.3333337307
635,70.5999970436,29.1666686535,67.1999979019,28.2500004768
636,66.9999957085,27.9166638851,67.5999975204,28.7500011921
637,64.8000001907,28.3333361149,68.2799983025,28.6666679382
638,70.5999970436,29.5833349228,67.9599988461,28.7500011921
639,68.4000015259,28.3333361149,66.9200003147,29.5833349228
640,68.9999997616,29.5833349228,67.120000124,29.3333339691
641,61.8000030518,32.0833325386,66.6800010204,29.2500007153
642,65.7999992371,27.0833313465,66.3999998569,29.5000004768
643,68.4000015259,29.1666686535,65.9599995613,28.8333332539
644,66.9999957085,29.5833349228,66.8399989605,28.4166669846
645,66.7999982834,26.2499988079,67.239998579,29.0000009537
646,66.2000000477,30.0000011921,68.5599982738,29.3333339691
647,67.7999973297,30.0000011921,68.2400000095,29.2500007153
648,75,30.8333337307,63.0800008774,30.0000011921
649,65.4000043869,29.1666686535,59.5600008965,30.5833339691
650,41.0000026226,30.0000011921,54.7200012207,30.9166669846
651,48.6000001431,32.9166650772,49.4000017643,30.9166669846
652,43.599998951,31.6666662693,46.0000014305,30.9166669846
653,48.400002718,30.8333337307,48.3200013638,30.8333337307
654,48.400002718,29.1666686535,48.2400012016,30.083334446
655,52.6000022888,29.5833349228,50.1200008392,29.5833349228
656,48.1999993324,29.1666686535,50.7600009441,29.0000009537
657,52.999997139,29.1666686535,51.8400001526,28.75
658,51.6000032425,27.9166638851,52.2000002861,28.75
659,53.7999987602,27.9166638851,53.6400008202,28.5833334923
660,54.4000029564,29.5833349228,54.4000005722,28.083332777
661,55.4000020027,28.3333361149,55.3200006485,27.9999995232
662,56.7999958992,26.6666650772,55.2000010014,27.9166662693
663,56.200003624,27.4999976158,55.0400006771,27.4999988079
664,53.2000005245,27.4999976158,55.0400006771,27.3333311081
665,53.6000013351,27.4999976158,54.8000013828,27.3333311081
666,55.4000020027,27.4999976158,55.1600015163,27.1666646004
667,55.5999994278,26.6666650772,56.0800015926,26.9166648388
668,58.0000042915,26.6666650772,56.8000018597,26.8333315849
669,57.800000906,26.2499988079,57.3200023174,27.1666657925
670,57.2000026703,27.0833313465,57.9200017452,27.5833332539
671,58.0000042915,29.1666686535,58.2400000095,28.2500004768
672,58.5999965668,28.7500023842,57.5199997425,29.0833342075
673,59.5999956131,30.0000011921,58.1599986553,29.5000016689
674,54.1999995708,30.4166674614,58.0799973011,29.3333351612
675,60.3999972343,29.1666686535,58.3999979496,29.5833349228
676,57.5999975204,28.3333361149,58.4799993038,29.4166684151
677,60.1999998093,30.0000011921,58.7199997902,28.7500011921
678,60.0000023842,29.1666686535,58.2400012016,28.3333337307
679,55.4000020027,27.0833313465,58.5600018501,28.6666667461
680,58.0000042915,27.0833313465,59.0400016308,28.5833334923
681,59.2000007629,30.0000011921,59.4000017643,28.8333332539
682,62.5999987125,29.5833349228,60.6000006199,29.2500007153
683,61.8000030518,30.4166674614,61.0799992085,29.7500014305
684,61.3999962807,29.1666686535,60.7999992371,30.0000011921
685,60.3999972343,29.5833349228,60.2399992943,29.9166679382
686,57.800000906,31.25,60.1599979401,29.416667223
687,59.7999989986,29.1666686535,59.7999978065,28.9999997616
688,61.3999962807,27.9166638851,59.8399984837,28.75
689,59.5999956131,27.0833313465,60.9599983692,28.3333337307
690,60.6000006199,28.3333361149,61.5599989891,28.2500004768
691,63.4000003338,29.1666686535,61.9199991226,28.2500004768
692,62.8000020981,28.7500023842,62.0399999619,28.4166669846
693,63.1999969482,27.9166638851,62.4399995804,28.4166669846
694,60.1999998093,27.9166638851,61.9200003147,28.4166669846
695,62.5999987125,28.3333361149,61.9599997997,28.6666667461
696,60.8000040054,29.1666686535,61.8400001526,28.9166676998
697,62.9999995232,30.0000011921,61.9600009918,28.9166676998
698,62.5999987125,29.1666686535,62.5200021267,28.9166676998
699,60.8000040054,27.9166638851,62.9200017452,28.5833334923
700,65.4000043869,28.3333361149,63.0400025845,27.9999995232
701,62.8000020981,27.4999976158,63.400002718,27.9166662693
702,63.6000037193,27.0833313465,64.0800011158,28.2500004768
703,64.3999993801,28.7500023842,63.4000003338,28.4166669846
704,64.1999959946,29.5833349228,63.5199999809,28.5833346844
705,62.0000004768,29.1666686535,63.5599994659,28.6666679382
706,63.4000003338,28.3333361149,63.2799994946,28.7500011921
707,63.8000011444,27.4999976158,62.6800000668,28.4166669846
708,62.9999995232,29.1666686535,63.4799993038,28.6666667461
709,61.1999988556,27.9166638851,63.9999985695,28.75
710,65.9999966621,30.4166674614,64.0799975395,28.75
711,65.9999966621,28.7500023842,64.3599975109,29.0833330154
712,64.1999959946,27.4999976158,65.3599977493,29.1666674614
713,64.3999993801,30.8333337307,65.1599979401,28.7500011921
714,66.2000000477,28.3333361149,64.5999979973,28.6666679382
715,64.9999976158,28.3333361149,65.3999996185,28.6666679382
716,63.1999969482,28.3333361149,65.5199992657,28.5833346844
717,68.2000041008,27.4999976158,64.5999991894,29.3333339691
718,64.9999976158,30.4166674614,64.6800005436,29.9166667461
719,61.5999996662,32.0833325386,65.4400002956,30.4999995232
720,65.4000043869,31.25,65.0800001621,31.0833334923
721,66.9999957085,31.25,65.4799997807,31.0833334923
722,66.4000034332,30.4166674614,66.2800002098,30.5000007153
723,66.9999957085,30.4166674614,66.7199993134,30.083334446
724,65.600001812,29.1666686535,67.0000004768,29.6666681767
725,67.5999999046,29.1666686535,66.8400001526,29.4166684151
726,68.4000015259,29.1666686535,66.8000006676,29.0000021458
727,65.600001812,29.1666686535,67.4800002575,28.833335638
728,66.7999982834,28.3333361149,67.2800004482,28.7500023842
729,68.9999997616,28.3333361149,67.2800004482,28.7500023842
730,66.6000008583,28.7500023842,67.800000906,28.4166681767
731,68.4000015259,29.1666686535,68.520001173,27.9166674614
732,68.2000041008,27.4999976158,68.1600010395,27.5
733,70.3999996185,25.8333325386,67.0000016689,26.833332777
734,67.199999094,26.2499988079,65.4400014877,26.7499995232
735,60.8000040054,25.4166662693,64.6000003815,27.0833337307
736,60.6000006199,28.7500023842,64.2000007629,27.7500009537
737,63.9999985695,29.1666686535,64.24000144,28.1666684151
738,68.4000015259,29.1666686535,65.4000008106,28.5000014305
739,67.4000024796,28.3333361149,66.6000008583,28.3333337307
740,66.6000008583,27.0833313465,67.0000004768,27.9999995232
741,66.6000008583,27.9166638851,66.9600009918,27.6666653156
742,65.9999966621,27.4999976158,66.9600009918,27.416664362
743,68.2000041008,27.4999976158,67.2800016403,27.416664362
744,67.4000024796,27.0833313465,67.4000012875,26.9999980927
745,68.2000041008,27.0833313465,67.760001421,26.9999980927
746,67.199999094,25.8333325386,68.2000005245,27.3333323002
747,67.7999973297,27.4999976158,68.0000007153,27.3333323002
748,70.3999996185,29.1666686535,67.5199997425,27.416665554
749,66.4000034332,27.0833313465,68.1200003624,27.8333318233
750,65.7999992371,27.4999976158,68.6400008202,27.4999988079
751,70.2000021935,27.9166638851,68.8000011444,27.416665554
752,70.3999996185,25.8333325386,69.0799999237,27.416665554
753,71.2000012398,28.7500023842,68.8800001144,27.3333323002
754,67.7999973297,27.0833313465,68.7999999523,26.9999992847
755,64.8000001907,27.0833313465,68.8800001144,26.833332777
756,69.8000013828,26.2499988079,68.5199999809,26.833332777
757,70.8000004292,25,68.4800004959,27.3333334923
758,69.4000005722,28.7500023842,68.0400002003,28.0000007153
759,67.5999999046,29.5833349228,67.2399997711,28.2500004768
760,62.5999987125,30.4166674614,66.5999996662,28.8333332539
761,65.7999992371,27.4999976158,66.479998827,29.0833330154
762,67.5999999046,27.9166638851,66.1999988556,28.8333332539
763,68.799996376,30.0000011921,67.8399991989,27.9999995232
764,66.2000000477,28.3333361149,68.9999985695,27.9166662693
765,70.8000004292,26.2499988079,69.7599983215,27.9166662693
766,71.5999960899,27.0833313465,69.7599983215,27.6666665077
767,71.3999986649,27.9166638851,70.2399981022,27.0833325386
768,68.799996376,28.7500023842,69.7199988365,27.2499990463
769,68.599998951,25.4166662693,68.7199997902,27.2499990463
770,68.2000041008,27.0833313465,67.9200005531,27.0833325386
771,66.6000008583,27.0833313465,67.8400015831,26.9166648388
772,67.4000024796,27.0833313465,67.9600024223,26.7499983311
773,68.4000015259,27.9166638851,68.2800018787,26.4166653156
774,69.2000031471,24.5833337307,69.0800011158,26.3333320618
775,69.8000013828,25.4166662693,69.6000003815,26.6666662693
776,70.5999970436,26.6666650772,70.3200006485,27.0833337307
777,69.9999988079,28.7500023842,69.8799991608,27.3333334923
778,72.000002861,30.0000011921,69.5999991894,27.6666665077
779,66.9999957085,25.8333325386,69.3599998951,27.6666665077
780,68.4000015259,27.0833313465,68.8400006294,26.9999992847
781,69.4000005722,26.6666650772,68.0400002003,26.4166653156
782,67.4000024796,25.4166662693,67.8800010681,27.1666657925
783,68.0000007153,27.0833313465,67.9600000381,27.4166667461
784,66.2000000477,29.5833349228,68.3200001717,27.5
785,68.799996376,28.3333361149,68.7599992752,27.7499997616
786,71.2000012398,27.0833313465,69.5599997044,27.5833332539
787,69.5999979973,26.6666650772,69.240000248,27.0833325386
788,72.000002861,26.2499988079,69.1600012779,26.7499983311
789,64.6000027657,27.0833313465,69.0400004387,26.5833318233
790,68.4000015259,26.6666650772,68.0800008774,26.3333320618
791,70.5999970436,26.2499988079,66.5199995041,26.3333320618
792,64.8000001907,25.4166662693,67.1599984169,25.8333325386
793,64.1999959946,26.2499988079,67.7199983597,25.583332777
794,67.7999973297,24.5833337307,67.3199987411,25.0833332539
795,71.2000012398,25.4166662693,68.5199987888,24.9166667461
796,68.599998951,23.7500011921,70.2399992943,24.6666669846
797,70.8000004292,24.5833337307,71.5199995041,24.416667223
798,72.7999985218,25,71.4800000191,24.3333339691
799,74.1999983788,23.3333349228,71.9600009918,24.416667223
800,71.0000038147,25,72.2400009632,24.6666669846
801,71.0000038147,24.1666674614,72.2400009632,24.5000004768
802,72.2000002861,25.8333325386,72.4400007725,24.6666669846
803,72.7999985218,24.1666674614,73.0799996853,24.9166667461
804,75.1999974251,24.1666674614,73.8399994373,25.4999995232
805,74.1999983788,26.2499988079,73.4399998188,25.3333330154
806,74.8000025749,27.0833313465,73.0400002003,25.4166662693
807,70.2000021935,25,73.3200013638,25.6666660309
808,70.8000004292,24.5833337307,72.6800024509,25.8333325386
809,76.6000032425,25.4166662693,72.9600012302,25.6666660309
810,71.0000038147,27.0833313465,72.8800010681,25.7499992847
811,76.1999964714,26.2499988079,73.1200015545,26.4999997616
812,69.8000013828,25.4166662693,71.8400013447,26.7499995232
813,72.000002861,28.3333361149,72.080000639,26.7499995232
814,70.2000021935,26.6666650772,70.9200012684,26.7499995232
815,72.2000002861,27.0833313465,71.3200008869,27.3333334923
816,70.3999996185,26.2499988079,71.4400005341,27.5833332539
817,71.7999994755,28.3333361149,71.7599999905,27.5833332539
818,72.6000010967,29.5833349228,70.9600007534,27.8333342075
819,71.7999994755,26.6666650772,69.7600007057,28.2500016689
820,68.2000041008,28.3333361149,68.2800006866,28.3333349228
821,64.3999993801,28.3333361149,67.6800000668,27.9166674614
822,64.3999993801,28.7500023842,67.2800004482,28.166667223
823,69.5999979973,27.4999976158,68.1999993324,27.9166662693
824,69.8000013828,27.9166638851,69.319999218,27.8333318233
825,72.7999985218,27.0833313465,71.1599993706,28.2499980927
826,69.9999988079,27.9166638851,72.4000000954,28.666665554
827,73.6000001431,30.8333337307,73.1599998474,28.5833323002
828,75.8000016212,29.5833349228,72.5199997425,28.9999997616
829,73.6000001431,27.4999976158,72.9600000381,29.0833342075
830,69.5999979973,29.1666686535,71.439999342,28.2500004768
831,72.2000002861,28.3333361149,69.9199998379,28.0833339691
832,65.9999966621,26.6666650772,69.6799993515,28.5000014305
833,68.2000041008,28.7500023842,70.2799999714,28.3333349228
834,72.3999977112,29.5833349228,70.0400006771,28.6666679382
835,72.6000010967,28.3333361149,69.4400012493,29.0000021458
836,71.0000038147,30.0000011921,68.4399998188,28.5833346844
837,62.9999995232,28.3333361149,67.9200005531,28.5000014305
838,63.1999969482,26.6666650772,67.2000002861,28.5833346844
839,69.8000013828,29.1666686535,65.1199996471,28.3333349228
840,68.9999997616,28.7500023842,66.7599999905,28.2500004768
841,60.6000006199,28.7500023842,68.7600004673,28.6666679382
842,71.2000012398,27.9166638851,69.1199994087,28.166667223
843,73.1999993324,28.7500023842,69.0399992466,28.3333337307
844,71.5999960899,26.6666650772,70.7999992371,28.4166669846
845,68.599998951,29.5833349228,69.8799991608,28.833334446
846,69.4000005722,29.1666686535,67.919999361,29.2500007153
847,66.6000008583,30.0000011921,66.9999992847,29.7500014305
848,63.4000003338,30.8333337307,67.3599994183,29.7500014305
849,66.9999957085,29.1666686535,68.3999991417,29.3333339691
850,70.3999996185,29.5833349228,69.9199986458,28.75
851,74.5999991894,27.0833313465,71.7999982834,28.8333332539
852,74.1999983788,27.0833313465,73.1999993324,29.1666662693
853,72.7999985218,31.25,73.1599998474,29.5833325386
854,74.0000009537,30.8333337307,72.159999609,29.6666657925
855,70.2000021935,31.6666662693,70.8399999142,30
856,69.5999979973,27.4999976158,69.6399998665,29.5833337307
857,67.5999999046,28.7500023842,69.1599988937,28.9166665077
858,66.7999982834,29.1666686535,68.3599984646,28.9166665077
859,71.5999960899,27.4999976158,69.0799987316,28.8333332539
860,66.2000000477,31.6666662693,67.5599992275,29.5833325386
861,73.1999993324,27.0833313465,66.5999996662,29.3333315849
862,60.0000023842,32.4999988079,65.2000010014,29.6666657925
863,62.0000004768,27.9166638851,65.2400016785,29.4166660309
864,64.6000027657,29.1666686535,64.9600017071,30.4166662693
865,66.4000034332,30.4166674614,66.8000018597,30
866,71.7999994755,32.0833325386,68.1600010395,30.666667223
867,69.2000031471,30.4166674614,66.7200005054,30.0833332539
868,68.799996376,31.25,64.3999993801,28.75
869,57.4000000954,26.2499988079,63.1200003624,28.166667223
870,54.7999978065,23.7500011921,62.159999609,27.7500009537
871,65.4000043869,29.1666686535,62.0400011539,27.5000011921
872,64.3999993801,28.3333361149,63.560000658,27.4166679382
873,68.2000041008,30.0000011921,66.0000002384,28.4166681767
874,64.9999976158,25.8333325386,66.1599993706,27.7500009537
875,66.9999957085,28.7500023842,66.7199993134,27.5
876,66.2000000477,25.8333325386,66.6399979591,27.5
877,67.199999094,27.0833313465,67.9199981689,27.6666665077
878,67.7999973297,30.0000011921,67.6799988747,27.7499997616
879,71.3999986649,26.6666650772,66.3199985027,28.75
880,65.7999992371,29.1666686535,63.2799983025,29.2500007153
881,59.399998188,30.8333337307,61.3999986649,29.3333339691
882,51.9999980927,29.5833349228,59.319999218,30.1666676998
883,58.3999991417,30.4166674614,58.3200001717,29.9166667461
884,61.0000014305,30.8333337307,58.7199997902,29.333332777
885,60.8000040054,27.9166638851,61.2800002098,29.1666662693
886,61.3999962807,27.9166638851,63.1599998474,28.8333332539
887,64.8000001907,28.7500023842,64.0799999237,28.8333332539
888,67.7999973297,28.7500023842,65,29.1666674614
889,65.600001812,30.8333337307,66.2800002098,29.5833349228
890,65.4000043869,29.5833349228,66.6400003433,30.0000011921
891,67.7999973297,30.0000011921,66.4800000191,30.1666676998
892,66.6000008583,30.8333337307,67.7199995518,29.8333346844
893,66.9999957085,29.5833349228,68.2799994946,30.083334446
894,71.7999994755,29.1666686535,69.1600000858,29.9166679382
895,68.2000041008,30.8333337307,69.279999733,30.0000011921
896,72.2000002861,29.1666686535,68.7600004673,29.7500014305
897,67.199999094,31.25,67.2800004482,29.9166679382
898,64.3999993801,28.3333361149,67.6800000668,29.5000016689
899,64.3999993801,30.0000011921,66.7599999905,29.0833342075
900,70.2000021935,28.7500023842,67.6399993896,28.4166669846
901,67.5999999046,27.0833313465,69.9999988079,28.5000002384
902,71.5999960899,27.9166638851,71.5999984741,27.8333330154
903,76.1999964714,28.7500023842,72.6399981976,27.6666653156
904,72.3999977112,26.6666650772,73.2799983025,27.8333318233
905,75.4000008106,27.9166638851,72.2799992561,27.416665554
906,70.8000004292,27.9166638851,71.2000000477,27.0833313465
907,66.6000008583,25.8333325386,70.8800005913,27.2499978542
908,70.8000004292,27.0833313465,70.3200006485,27.5833320618
909,70.8000004292,27.4999976158,71.1200010777,27.7499997616
910,72.6000010967,29.5833349228,72.4800002575,28.2500004768
911,74.8000025749,28.7500023842,73.2400000095,28.833334446
912,73.3999967575,28.3333361149,74.0400004387,29.0000021458
913,74.5999991894,30.0000011921,73.9600002766,28.6666679382
914,74.8000025749,28.3333361149,73.5199999809,28.4166669846
915,72.2000002861,27.9166638851,73.0800008774,28.5000002384
916,72.6000010967,27.4999976158,72.5600016117,28.5833334923
917,71.2000012398,28.7500023842,71.8400013447,28.8333332539
918,72.000002861,30.4166674614,72.2400009632,29.2500007153
919,71.2000012398,29.5833349228,72.2400009632,30.2500009537
920,74.1999983788,30.0000011921,72.760001421,30.1666676998
921,72.6000010967,32.4999988079,73.8400006294,30.0000011921
922,73.8000035286,28.3333361149,74.3200004101,29.5833337307
923,77.3999989033,29.5833349228,74.1200006008,28.9999997616
924,73.6000001431,27.4999976158,74.279999733,27.9166662693
925,73.1999993324,27.0833313465,74.5599985123,27.9999995232
926,73.3999967575,27.0833313465,74.0399992466,27.4999988079
927,75.1999974251,28.7500023842,73.4799993038,27.9166662693
928,74.8000025749,27.0833313465,74.0399992466,28.75
929,70.8000004292,29.5833349228,74.6399998665,29.0000009537
930,75.9999990463,31.25,74.2000007629,29.1666674614
931,76.3999998569,28.3333361149,73.6400008202,29.1666674614
932,73.0000019073,29.5833349228,74.3599998951,28.9166676998
933,72.000002861,27.0833313465,74.4400000572,28.6666679382
934,74.3999958038,28.3333361149,73.8800001144,29.0833342075
935,76.3999998569,30.0000011921,74.4400000572,28.5000002384
936,73.6000001431,30.4166674614,74.9599993229,28.5000002384
937,75.8000016212,26.6666650772,75.1999998093,28.5000002384
938,74.5999991894,27.0833313465,75.1999998093,28.166667223
939,75.5999982357,28.3333361149,75.6799995899,27.5833332539
940,76.3999998569,28.3333361149,74.9999988079,27.9166674614
941,75.9999990463,27.4999976158,74.4399988651,28.3333349228
942,72.3999977112,28.3333361149,73.9999985695,28.4166681767
943,71.7999994755,29.1666686535,73.5199987888,28.7500011921
944,73.3999967575,28.7500023842,73.3599984646,29.1666686535
945,74.0000009537,30.0000011921,74.0399992466,29.0000009537
946,75.1999974251,29.5833349228,74.7199988365,29.1666674614
947,75.8000016212,27.4999976158,75.1599991322,29.0833342075
948,75.1999974251,30.0000011921,76.0799992085,29.0000009537
949,75.5999982357,28.3333361149,76.3999998569,28.9166676998
