Epoch,Training accuracy,Validation accuracy
1,27.45000123977661,30.000001192092896
2,30.750000476837158,30.416667461395264
3,30.750000476837158,33.541667461395264
4,31.099998950958252,34.062498807907104
5,30.400002002716064,33.645832538604736
6,31.550002098083496,34.27083492279053
7,31.099998950958252,33.541667461395264
8,32.95000195503235,35.83333492279053
9,33.74999761581421,36.35416626930237
10,33.60000252723694,35.31249761581421
11,35.50000190734863,36.04166507720947
12,34.700000286102295,35.104167461395264
13,34.75000262260437,35.208332538604736
14,35.50000190734863,35.83333492279053
15,32.59999752044678,36.97916865348816
16,36.29999756813049,36.250001192092896
17,35.29999852180481,36.770832538604736
18,36.19999885559082,35.00000238418579
19,36.900001764297485,35.52083373069763
20,37.00000047683716,37.91666626930237
21,37.150001525878906,37.29166388511658
22,35.100001096725464,35.31249761581421
23,34.75000262260437,35.31249761581421
24,38.450002670288086,36.97916865348816
25,36.549997329711914,35.41666865348816
26,36.94999814033508,36.14583611488342
27,37.09999918937683,35.9375
28,37.699997425079346,36.45833134651184
29,36.04999780654907,36.14583611488342
30,36.400002241134644,35.72916388511658
31,38.24999928474426,35.83333492279053
32,36.650002002716064,35.9375
33,35.9000027179718,35.72916388511658
34,35.600000619888306,35.41666865348816
35,36.94999814033508,36.770832538604736
36,36.900001764297485,35.41666865348816
37,38.200002908706665,35.83333492279053
38,35.25000214576721,34.47916507720947
39,31.749999523162842,31.77083134651184
40,33.74999761581421,34.062498807907104
41,34.85000133514404,34.79166626930237
42,36.29999756813049,36.35416626930237
43,37.25000023841858,37.187498807907104
44,37.800002098083496,36.250001192092896
45,36.44999861717224,36.666667461395264
46,35.44999957084656,36.35416626930237
47,37.34999895095825,36.14583611488342
48,36.900001764297485,36.56250238418579
49,36.250001192092896,36.56250238418579
50,35.9000027179718,36.35416626930237
51,37.5,36.14583611488342
52,36.34999990463257,35.41666865348816
53,37.00000047683716,34.79166626930237
54,39.0500009059906,36.250001192092896
55,38.099998235702515,36.35416626930237
56,35.85000038146973,36.45833134651184
57,36.94999814033508,36.35416626930237
58,35.65000295639038,36.666667461395264
59,38.05000185966492,37.60416507720947
60,34.3500018119812,33.541667461395264
61,36.44999861717224,35.72916388511658
62,38.30000162124634,37.60416507720947
63,37.449997663497925,37.91666626930237
64,38.499999046325684,37.5
65,38.349997997283936,38.229167461395264
66,34.60000157356262,35.9375
67,36.84999942779541,35.9375
68,37.800002098083496,37.187498807907104
69,38.099998235702515,37.39583492279053
70,38.30000162124634,35.9375
71,38.349997997283936,35.83333492279053
72,36.04999780654907,35.00000238418579
73,37.699997425079346,35.9375
74,37.90000081062317,35.31249761581421
75,38.999998569488525,34.89583134651184
76,39.74999785423279,36.14583611488342
77,38.749998807907104,37.29166388511658
78,39.20000195503235,37.60416507720947
79,38.95000219345093,35.52083373069763
80,34.049999713897705,32.083332538604736
81,34.049999713897705,34.27083492279053
82,35.54999828338623,36.97916865348816
83,37.09999918937683,38.229167461395264
84,37.09999918937683,37.70833611488342
85,38.200002908706665,38.333332538604736
86,37.300002574920654,37.5
87,37.25000023841858,37.08333373069763
88,37.05000281333923,36.666667461395264
89,35.00000238418579,36.35416626930237
90,37.65000104904175,36.250001192092896
91,38.84999752044678,35.52083373069763
92,34.54999923706055,34.375
93,35.39999723434448,35.00000238418579
94,34.24999713897705,34.062498807907104
95,33.649998903274536,31.562501192092896
96,34.85000133514404,32.29166865348816
97,34.3999981880188,33.74999761581421
