Epoch,Training accuracy,Validation accuracy
1,32.349997758865356,32.91666507720947
2,35.65000295639038,35.9375
3,32.64999985694885,36.35416626930237
4,33.45000147819519,34.375
5,33.24999809265137,33.02083611488342
6,35.29999852180481,34.79166626930237
7,35.85000038146973,33.645832538604736
8,36.15000247955322,35.208332538604736
9,35.600000619888306,33.33333134651184
10,36.59999966621399,36.97916865348816
11,36.59999966621399,35.41666865348816
12,38.099998235702515,35.104167461395264
13,37.59999871253967,35.624998807907104
14,35.9000027179718,37.29166388511658
15,34.20000076293945,32.499998807907104
16,35.9499990940094,34.58333611488342
17,35.750001668930054,35.72916388511658
18,35.39999723434448,36.666667461395264
19,37.25000023841858,36.35416626930237
20,37.05000281333923,35.9375
21,35.79999804496765,34.27083492279053
22,37.800002098083496,35.9375
23,37.849998474121094,36.45833134651184
24,35.69999933242798,33.85416865348816
25,36.59999966621399,36.35416626930237
26,38.749998807907104,33.95833373069763
27,36.75000071525574,38.02083134651184
28,37.09999918937683,34.79166626930237
29,38.70000243186951,36.666667461395264
30,35.79999804496765,36.04166507720947
31,37.5,36.04166507720947
32,36.69999837875366,36.87499761581421
33,37.74999976158142,36.14583611488342
34,36.500000953674316,36.250001192092896
35,37.699997425079346,36.87499761581421
36,37.25000023841858,34.062498807907104
37,38.24999928474426,35.31249761581421
38,39.0500009059906,34.89583134651184
39,39.14999961853027,38.12500238418579
40,38.30000162124634,35.9375
41,38.999998569488525,36.56250238418579
42,38.749998807907104,36.04166507720947
43,39.74999785423279,38.229167461395264
44,40.10000228881836,36.45833134651184
45,38.05000185966492,36.250001192092896
46,39.14999961853027,36.04166507720947
47,37.74999976158142,34.062498807907104
48,35.14999747276306,34.79166626930237
49,38.05000185966492,35.208332538604736
50,38.40000033378601,34.58333611488342
51,38.89999985694885,36.770832538604736
52,37.449997663497925,35.9375
53,39.0500009059906,37.08333373069763
54,38.30000162124634,37.812501192092896
55,41.00000262260437,38.333332538604736
56,38.499999046325684,36.56250238418579
57,39.249998331069946,37.812501192092896
58,41.69999957084656,37.91666626930237
59,38.999998569488525,35.624998807907104
60,39.85000252723694,38.02083134651184
61,39.85000252723694,37.5
62,38.65000009536743,37.5
63,40.35000205039978,37.70833611488342
64,38.89999985694885,38.749998807907104
65,39.70000147819519,38.64583373069763
66,39.99999761581421,39.375001192092896
67,40.75000286102295,38.85416388511658
68,39.55000042915344,38.333332538604736
69,37.699997425079346,37.08333373069763
70,38.450002670288086,36.97916865348816
71,42.799997329711914,38.54166865348816
72,31.699997186660767,31.041663885116577
73,36.04999780654907,35.52083373069763
74,39.20000195503235,38.85416388511658
75,38.80000114440918,36.666667461395264
76,40.14999866485596,36.04166507720947
77,38.89999985694885,36.666667461395264
78,41.39999747276306,36.14583611488342
79,37.449997663497925,38.749998807907104
80,40.85000157356262,40.41666388511658
81,40.85000157356262,39.47916626930237
82,35.750001668930054,34.687501192092896
83,39.99999761581421,38.12500238418579
84,41.14999771118164,39.47916626930237
85,37.59999871253967,36.14583611488342
86,36.04999780654907,34.79166626930237
87,37.90000081062317,36.87499761581421
88,38.349997997283936,37.29166388511658
89,37.74999976158142,34.062498807907104
90,39.30000066757202,35.41666865348816
91,39.0500009059906,37.60416507720947
92,40.45000076293945,38.02083134651184
93,39.49999809265137,38.333332538604736
94,39.20000195503235,37.187498807907104
95,36.34999990463257,33.95833373069763
96,40.39999842643738,37.08333373069763
97,40.45000076293945,40.312498807907104
98,40.35000205039978,40.41666388511658
99,40.24999737739563,39.47916626930237
100,41.69999957084656,41.77083373069763
101,40.49999713897705,34.89583134651184
102,41.50000214576721,39.27083611488342
103,41.600000858306885,39.27083611488342
104,43.049997091293335,38.12500238418579
105,37.550002336502075,32.499998807907104
106,38.80000114440918,34.89583134651184
107,38.450002670288086,36.87499761581421
108,37.59999871253967,34.16666388511658
109,40.10000228881836,36.04166507720947
110,39.95000123977661,35.9375
111,40.700000524520874,35.208332538604736
112,38.65000009536743,36.250001192092896
113,38.65000009536743,35.208332538604736
114,39.30000066757202,33.645832538604736
115,39.649999141693115,34.58333611488342
116,40.49999713897705,35.72916388511658
117,38.70000243186951,35.104167461395264
118,40.20000100135803,35.72916388511658
119,41.94999933242798,37.29166388511658
120,40.75000286102295,35.52083373069763
121,41.850000619888306,36.45833134651184
122,41.14999771118164,35.624998807907104
123,40.35000205039978,35.104167461395264
124,42.40000247955322,37.187498807907104
125,42.69999861717224,36.770832538604736
126,40.35000205039978,37.29166388511658
127,40.6000018119812,36.35416626930237
128,40.700000524520874,36.35416626930237
129,40.79999923706055,36.45833134651184
